Date,RELIANCE.NS,TCS.NS,HDFCBANK.NS,BHARTIARTL.NS,ICICIBANK.NS,INFY.NS,HINDUNILVR.NS,WIPRO.NS,JSWSTEEL.NS,SBILIFE.NS,BAJAJFINSV.NS,TATACONSUM.NS,HCLTECH.NS,SUNPHARMA.NS,M&M.NS,LT.NS,ASIANPAINT.NS,NESTLEIND.NS,MARUTI.NS,TATAMOTORS.NS,BAJAJ-AUTO.NS,ULTRACEMCO.NS,KOTAKBANK.NS,HDFCLIFE.NS,INDUSINDBK.NS,TECHM.NS,INFRATEL.NS,TITAN.NS,SBIN.NS,AXISBANK.NS,ADANIPORTS.NS,NTPC.NS,COALINDIA.NS,POWERGRID.NS,BPCL.NS,ONGC.NS,TATASTEEL.NS,HINDALCO.NS,APOLLOTYRE.NS,GRASIM.NS,M&MFIN.NS,SHREECEM.NS,DABUR.NS,GODREJCP.NS,EICHERMOT.NS,TATAPOWER.NS,ZEEL.NS,LTTS.NS,BOSCHLTD.NS,TATACHEM.NS
09-07-2021,939.9,2999.89,1448.13,518.75,617.26,1452.32,2330.22,259.11,653.23,1013.5,1283.53,746.59,846.83,645.81,734.29,1436.41,2927.21,1703.46,7194.1,304.41,3706.81,6755.73,1714.87,676.8,1004.28,934.1,,1693.57,402.53,744.11,715.59,98.98,105.13,106.16,190.94,92.77,52.3,379.19,218.19,1470.85,151.93,27122.74,573.5,946.58,2619.3,121.76,209.5,2851.84,14324.29,731.17
12-07-2021,945.75,2985.82,1433.67,512.37,624.7,1438.33,2323.29,259.14,665.6,1027.27,1288.93,756.29,849.09,646.44,735.53,1437.51,2916.32,1703.98,7237.12,305.55,3669.93,6945.88,1726.73,676.5,1013.31,938.41,,1692.83,406.05,750.33,705.32,99.02,104.91,105.58,188.47,93.29,51.77,377.53,219.72,1506.15,151.69,27647.58,571.14,938.1,2616.74,121.12,208.29,2816.65,14357.97,744.55
13-07-2021,952.83,2980.63,1447.98,512.75,642.78,1435.64,2316.2,258.65,672.26,1046.35,1288.98,753.31,839.12,660.41,743.43,1449.82,2910.92,1708.85,7198.61,309.03,3679.16,6980.25,1741.89,686.86,1019.69,932.68,,1697.16,407.62,767.41,691.52,100.74,106.13,105.42,188.16,94.74,51.85,381.32,225.4,1545.86,153.39,27682.55,567.29,923.94,2614.03,121.37,207.51,2731.5,14375.52,748.43
14-07-2021,946.61,3005.87,1445.38,512.75,642.2,1465.33,2295.43,276.8,671.3,1046.11,1297.15,748.78,857.76,663.27,748.19,1479.61,2918.79,1694.15,7098.24,307.64,3667.8,6969.68,1742.88,682,1016.5,957.86,,1683.48,409.47,766.71,684.89,101.45,106.17,106.02,187.51,95.06,52.52,380.74,229.9,1537.18,153.48,28022.09,563.59,921.59,2607.56,121.86,207.22,2810.27,14500.8,743.02
15-07-2021,944.96,3001.56,1466.16,508.3,645.2,1468.95,2293.06,283.8,670.05,1046.65,1293.93,752.83,901.36,660.41,750.6,1541.53,2900.95,1702.09,7079.1,308.33,3654.95,7039.79,1744.78,687.1,1018.91,988.01,,1674.81,410.09,770.79,686.71,101.08,105.13,106.23,186.82,91.99,53,390.27,224.27,1526.83,151.74,28034.66,562.77,929.58,2576.17,121.76,202.97,3341.54,14468.49,743.5
16-07-2021,958.59,2993.92,1467.75,523.49,638.28,1445.4,2297.86,284.71,674.37,1043.97,1272.64,743.71,871.24,665.83,750.5,1550.54,2906.49,1705.21,7075.76,309.33,3647.48,7181.66,1744.23,691.41,1008.48,979.75,,1668.71,408.47,767.8,675.41,100.07,104.3,107.82,187.22,91.91,53.95,394.21,223.98,1541.59,152.97,27707.94,558.77,932.32,2527.64,121.47,202.1,3279.22,14422.31,746.56
19-07-2021,952.49,2984.37,1418.24,520.88,634.03,1432.62,2289.54,282.77,669.38,1031.64,1270.18,746.2,867.08,666.46,746.65,1541.77,2899.35,1714.7,6942.06,306.94,3601.93,7159.93,1717.61,672.29,981.01,971.8,,1653.95,406.48,751.92,661.76,102,103.51,107.5,189.68,90.18,53.44,385.89,218.64,1528.35,148.11,27610.01,566.96,925.36,2491.43,123.08,199.73,3280.96,14356.79,745.27
20-07-2021,950.15,3004.23,1391.39,508.59,620.5,1440.38,2314.49,279.96,653.66,1008.68,1257.8,737.96,847.14,654.08,731.64,1523.33,3071.54,1724.72,7007.12,300.28,3622.85,7269.94,1697.52,657.19,947.89,965.58,,1645.14,399.83,742.51,660.68,99.52,102.4,106.64,189.64,88.6,52.04,372.33,215.1,1543.36,145.08,27694.88,566.38,930.11,2467.38,119.17,194.79,3286.85,14194.29,726.15
22-07-2021,962.36,3014.12,1396.74,528.86,634.08,1477.69,2260.55,287.89,686.78,1019.86,1304.48,744.88,848.35,664.57,729.95,1572.95,3020.69,1738.11,7071.89,300.68,3574.43,7303.52,1702.06,655.85,958.12,1020.12,,1679.03,400.92,743.51,679.54,100.15,103.69,107.54,192.61,90.89,53.72,382.54,219.71,1551.15,145.79,27751.3,566.62,950.5,2472.45,121.02,198.13,3408.06,14280.19,729.07
23-07-2021,955.55,3010.84,1391,530.41,654.09,1477.92,2241.49,295.26,687.74,1044.17,1318.12,755.55,861.7,671.05,735.49,1543.83,2998.33,1752.52,7066.36,293.73,3563.95,7334.17,1717.76,659.07,955.37,1017.78,,1678.24,407.43,752.12,668,99.56,103.26,107.43,192.8,90.73,54.07,380.84,220.05,1519.24,145.56,27658.8,568.26,960.8,2462.36,120.24,199.19,3375.28,14202.88,721.76
26-07-2021,942.46,2996.5,1383.1,526.3,654.19,1490.42,2232.56,290.97,675.28,1070.21,1350.45,756.72,867.16,680.14,725.96,1530.28,2976.4,1748.4,7010.12,291.34,3558.8,7457.93,1735.36,656.84,947.65,1008.06,,1699.85,402.11,753.02,670.7,100.28,103.19,107.29,190.56,90.14,54.77,388.91,215.64,1519.97,138.14,27640.91,573.26,957.27,2475.45,119.95,199,3324.26,14133.02,724.86
27-07-2021,932.55,2982.82,1388.11,522.91,654.86,1489.16,2226.57,291.47,681.12,1098.54,1378.69,750.29,865.16,665.54,717.54,1540.48,2944.75,1760.45,7014.44,289.6,3544.93,7437.91,1692.84,662.44,942.33,1008.64,,1705.97,408.42,728.53,651.44,99.86,102.08,106.9,189.43,90.22,56.15,405.73,215.15,1489.04,139.84,27538.97,566.86,979.03,2483.32,118.53,193.97,3374.85,14187.27,710.81
28-07-2021,924.54,2996.74,1366.47,549.37,662.21,1492,2244.63,291.71,691.71,1126.62,1394.94,735.82,857.4,665.05,701.32,1544.3,2920.88,1740.79,6941.58,282.69,3542.24,7495.09,1647.87,658.58,958.7,1007.47,,1700.54,404.2,719.76,653.61,98.14,103.23,105.17,189.5,89.98,57.6,404.7,214.33,1503.6,134.56,27169.64,568.21,981.19,2463.08,117.75,193.97,3362.83,14161.98,706.17
29-07-2021,931.75,2994.86,1367.38,548.64,666.52,1502.59,2219.3,290.97,717.3,1122.1,1457.69,732.21,878.76,679.75,703.97,1546.05,2914.42,1730.38,6775.38,291.09,3491.45,7539.94,1636.71,656.4,958.03,1014.9,,1715.93,419.44,714.14,647.96,98.09,101.87,102.91,187.68,90.3,61.55,445.34,209.86,1514.43,140.41,27315.42,565.79,967.36,2441.59,120.1,192.57,3555.33,14087.74,718.55
30-07-2021,923.61,2968.29,1375.29,543.32,661.68,1496.55,2217.92,289.35,706.33,1092.03,1420.06,737.13,893.89,748.35,715.18,1551.33,2876.5,1709.89,6760.08,292.14,3552.54,7460.38,1649.82,657.78,947.36,1088.46,,1691.66,410.18,705.82,662.54,99.31,102.69,105.21,186.17,90.73,60.52,432.41,216.8,1521.05,142.96,27934.88,581.37,968.3,2443.62,122.3,196.1,3578.02,14120.71,729.5
02-08-2021,940.49,3016.98,1371.62,546.71,660.61,1516.11,2217.44,291.86,715.67,1100.58,1410.37,740.35,903.01,749.37,729.23,1563.44,2891.67,1711.05,6856.23,295.02,3563.62,7519.27,1660.08,664.02,954.12,1089.5,,1747.9,413.13,718.02,679.73,98.93,103.12,105.12,191.31,92.14,59.5,433.38,221.8,1560.56,143.38,28951.34,579.77,972.76,2513.5,130.56,195.81,3521.59,14433.77,740.49
03-08-2021,947.41,3078.36,1383.24,561.27,669.34,1538.09,2268.82,295.38,709.54,1124.93,1427.33,748.24,906.54,768.52,741.89,1583.2,2943.15,1766.06,6974.86,301.83,3551.24,7717.24,1680.57,667.44,987,1103.49,,1815.63,424.15,735.4,692.55,98.85,103.37,107.24,193.65,92.77,59.38,436.3,222.72,1561.3,141.17,28861.65,594.48,997.02,2558.6,129.73,197.6,3515.75,14375.89,738.2
04-08-2021,954.67,3068.1,1412.74,555.66,692.85,1532.56,2259.55,294.1,716.2,1130.05,1416.57,739.57,906.98,759.76,737.46,1572.4,2934.98,1744.15,6881.37,296.31,3554.76,7625.49,1744.68,668.93,985.55,1094.72,,1775.57,434.07,750.53,682.39,99.02,103.69,107.73,191.04,92.34,59.76,430.37,218.74,1524.48,145.74,28792.13,569.18,969.42,2551.35,128.8,195.18,3509.43,14580.75,729.78
05-08-2021,968.51,3077.47,1431.59,579.16,681.02,1536.56,2241.11,296.12,731.54,1127.96,1397.37,748.93,925.47,760.15,730.82,1576.47,2905.62,1758.78,6851.78,297.85,3542.47,7535.95,1766.41,663.18,963.48,1123.24,,1775.28,419.73,746.05,681.26,97.88,104.23,107.7,189.52,91.95,61.04,430.76,215.78,1507.37,147.63,28627.58,570.58,956.73,2638.61,131.64,194.99,3554.22,14034.44,735.38
06-08-2021,948,3101.69,1439.11,588.06,676.36,1533.44,2254.23,294.69,725.88,1143.82,1398.44,761.6,915.7,759.23,729.76,1559.95,2884.28,1740.61,6923.2,298.2,3569.47,7406.71,1771.85,667.04,994.19,1138,,1763.88,413.84,737.64,698.1,98.85,104.7,107.58,190.4,91.79,60.29,429.83,216.7,1501.1,147.02,28054.32,566.37,953.05,2653.29,132.23,190.1,3569.43,14057.55,787.33
09-08-2021,942.6,3113.78,1449.96,579.7,681.41,1545.62,2266.58,294.1,716.3,1129.65,1422.13,745.52,916.22,762.71,745.83,1547.45,2909.66,1758.15,6904.62,296.26,3576.24,7375.22,1775.54,660.7,1007.04,1158.56,,1775.13,411.7,752.22,687.49,98.05,102.65,108.47,189.1,90.49,59.59,422.59,216.31,1482.62,145.08,27942,563.03,955.99,2651.98,129.19,184.98,3566.92,13878.03,808.98
10-08-2021,947.54,3124.28,1453.58,601.9,679.51,1558.58,2264.02,297.58,692.14,1120.86,1401.52,752.39,927.69,767.11,756.75,1538.73,2894.68,1765.01,6826.82,292.38,3523.18,7354.07,1807.79,663.97,998.15,1190.6,,1775.18,405.1,758.25,680.72,96.08,101.9,106.11,185.84,90.37,57.96,415.06,208.94,1461.49,144.38,26800.22,561.14,965.75,2657.18,127.24,177.38,3567.84,13625.77,806.45
11-08-2021,960.82,3133.93,1441.33,600.59,672.39,1558.86,2272.24,296.3,717.97,1128.61,1418.47,745.66,930.52,753.77,749.44,1533.75,2890.26,1754.82,6845.88,293.63,3457.5,7332.72,1776.12,660.36,1005.49,1191.1,,1765.51,406.62,757.5,686.76,98.26,103.16,108.41,188.05,92.07,60.18,424.49,207.15,1473.06,145.41,26236.74,556.59,960.45,2641.53,126.8,175.55,3532.69,13500.49,821.93
12-08-2021,957.73,3141.01,1447.55,602.82,679.95,1570.05,2274,298.56,717.78,1127.27,1431.9,754.68,956.3,752.9,747.03,1572.64,2893.08,1751.54,6836.62,304.11,3496.65,7348.71,1783.2,668.58,999.84,1247.74,,1799.25,405.76,754.06,691.57,100.11,103.48,114.96,187.28,91.48,60.57,428.01,217.82,1468.04,146.59,26281.71,556.88,971.24,2542.7,130.76,178.84,3532.74,13496.85,837.23
13-08-2021,973.68,3245.64,1471.46,616.26,683.3,1591.06,2285.6,303.32,717.93,1131.79,1429.58,787.04,976.31,752.56,749.39,1616.18,2905.91,1764.65,6827.06,305.35,3548.97,7340.83,1783.5,664.17,989.03,1244.68,,1813.36,409.61,756.6,691.67,99.35,103.01,113.57,190.1,91.36,61.68,432.71,218.4,1472.56,142.91,26289.02,569.37,963.84,2474.92,129.68,177.24,3569.57,13619.35,840.24
16-08-2021,986.32,3254.59,1475.7,613.36,681.21,1583.81,2306.41,302.6,730,1132.29,1452.72,781.87,979.97,754.98,769.27,1604.27,2889.09,1767.13,6656.1,301.83,3477.26,7228.62,1777.86,667.19,984.05,1230.92,,1812.67,403.58,758.69,694.37,99.86,101.76,111.09,193.91,90.89,64.11,432.42,219.23,1466.66,142.44,25674.46,569.42,971.92,2425.41,129.24,175.16,3547.95,13401.81,833.12
17-08-2021,982.12,3329.65,1460.32,605.91,679.81,1618.42,2360.97,312.88,713.33,1128.01,1471.49,811.75,996.81,758.22,760.94,1587.46,2931.77,1809.37,6713.18,295.86,3531.99,7290.01,1783.85,663.08,970.66,1272.18,,1849.42,400.4,753.47,680.37,98.64,99.79,112.65,194.32,89.59,63.45,427.38,215.54,1456.92,140.22,25893.56,577.4,985.6,2444.65,128.26,172.89,3693.05,13202.29,827.19
18-08-2021,985.93,3336.68,1458.73,602.62,667.3,1610.8,2363.11,310.17,706.81,1107.39,1498.36,820.13,989.22,757.01,761.61,1581.74,2918.41,1826.61,6669.02,291.54,3555.74,7479.32,1745.3,664.72,960.42,1271.1,,1855.2,398.69,751.13,692.9,97.93,99.14,111.02,193.7,89.08,63.31,417.93,213.69,1476.79,139.8,26019.13,578.18,985.35,2516.56,127.63,170.9,3691.75,13186.77,821.65
20-08-2021,974.86,3335.69,1460.42,593.67,659.93,1610.34,2489.87,305.56,656.15,1118.57,1495.58,825.88,974.48,735.98,756.13,1543.72,3026.72,1890.38,6679.55,281.35,3480.09,7372.96,1699.26,661.55,950.52,1259.13,,1851.74,386.34,737.04,675.02,95.91,97.17,109.79,190.23,86.72,58.05,395.12,205.25,1460.51,134.98,25983.4,592.02,1012.75,2528.22,123.47,164.86,3730.89,12901.96,802.34
23-08-2021,981.26,3408.7,1469.92,602.33,661.87,1615.73,2503.89,309.9,655.77,1128.66,1524.87,811.46,1014.38,736.17,737.12,1531.28,2992.2,1933.83,6655.17,275.24,3402.86,7232.9,1712.53,662.49,959.4,1274.25,,1845.38,389,732.91,656.45,95.28,95.99,107.98,188.77,87.94,57.33,398.25,199.24,1417.23,131.63,25681.77,590.27,1009.42,2472.2,122.25,164.38,3785.92,12877.62,785.99
24-08-2021,990.95,3386.02,1502.94,599.86,673.26,1599.09,2502.8,312.21,662.91,1153.46,1643.67,815.74,1005.48,747.81,748.91,1555.54,2961.58,1910.53,6633.04,278.07,3446,7335.57,1700.61,664.77,975.37,1316.86,,1844.64,396.69,743.11,683.07,95.74,97.6,108.56,190.73,89.08,59.27,411.96,202.78,1436.41,138.14,25925.87,573.77,993.44,2475.99,123.18,166.41,3691.6,13097.85,793.26
25-08-2021,999.53,3428.94,1501.54,592.46,669.97,1612.75,2514.2,311.28,655.44,1149.23,1588.03,814.87,1006.75,745.58,743.04,1543.92,2953.89,1923.09,6543.58,282.64,3422.71,7263.74,1692.93,681.06,975.85,1316.63,,1798.32,395.41,735.84,707.97,95.78,99.5,107.89,192.53,91,58.66,421.6,201.32,1424.16,138.71,25980.53,580.79,1020.3,2506.7,123.32,164.57,3721.19,13080.64,785.85
26-08-2021,1012.16,3440.98,1499.03,567.75,677.48,1605.46,2534.54,309.95,644.08,1144.91,1593.46,831.73,1018.17,737.34,752.04,1545.81,2955.45,1936.88,6443.31,282.54,3424.34,7189.7,1693.23,692.25,971.92,1304.39,,1791.11,390.19,743.11,708.91,94.73,98.39,106.41,195.05,90.93,58.02,415.14,202.63,1415.65,146.45,26245.2,586.02,1022.06,2505.97,122.93,162.54,3721.48,12875.59,790.15
27-08-2021,1010.78,3486.24,1492.91,575.73,678.4,1587.9,2545.52,312.9,649.35,1176.97,1617.1,826.51,1014.25,748.24,746.02,1586.83,2952.68,1927.67,6459.15,283.99,3431.8,7444.05,1709.24,697.45,960.96,1300.7,,1798.22,391.8,749.14,714.11,95.28,99.29,107.18,196.96,91.79,58.41,428.65,202.73,1434.59,146.88,26582.89,589.16,1033.24,2503.39,124.5,165.15,3836.75,12870.26,792.44
30-08-2021,1030.22,3468.58,1512,600.2,691.88,1577.91,2554.79,311.67,658.02,1173.64,1653.53,838.75,1014.64,763.17,761.81,1608.14,3022.64,1906.9,6626.9,290.15,3451.24,7580.03,1731.48,705.63,975.42,1277.13,,1853.37,401.54,780.65,717.06,96.58,102.91,107.89,197.48,94.54,60.79,438.58,206.13,1447.23,150.8,26839.95,596.9,1066.03,2481.87,126.36,167.42,3773.76,13043.14,797.61
31-08-2021,1024.73,3548.37,1524.68,642.38,697.11,1585.71,2589.39,315.86,659.03,1184.92,1712.27,843.09,1031.13,769.81,763.49,1619.86,3112.67,1880.38,6674.87,285.53,3458.15,7706.61,1749.29,710.98,963.09,1302.73,,1895.94,404.72,783.09,735.04,97.42,104.52,107.8,197.1,94.86,61.2,458.41,206.61,1476.01,151.22,27956.77,601.5,1077.59,2603.63,126.26,166.02,3783.99,13074.46,807.4
01-09-2021,1028.79,3481.37,1522.46,644.65,697.94,1559.04,2597.76,316.4,648.54,1213.2,1676.08,845.52,1015.73,764.43,740.97,1633.62,3211.26,1915.07,6615.2,293.43,3486.4,7642.16,1742.25,711.77,969.25,1292.51,,1913.51,408.38,795.43,731.55,96.96,103.34,107.98,199.34,94.19,59.55,448.42,212.19,1461.84,153.02,28144.89,606.1,1076.17,2626.86,130.52,168.15,3766.86,13218.13,803.63
02-09-2021,1041.18,3595.51,1532.01,644.75,703.02,1569.59,2662.54,321.03,656.59,1235.96,1667.79,849.42,1022.8,765.84,724.18,1633.43,3210.14,1955.03,6623,291.34,3451.75,7824.98,1771.93,751.84,980.27,1293.86,,1940.84,408.23,799.22,740.49,97.88,104,108.04,200.51,93.36,60.13,447.3,215.05,1474.88,157.08,29968.3,620.23,1103.28,2656.06,130.71,169.42,3906.89,13288.04,809.17
03-09-2021,1083.89,3600.48,1519.52,636.96,702.2,1580.32,2629.89,322.83,662.19,1236.71,1670.9,847.86,1024.54,765.3,721.72,1638.56,3246.31,1957.55,6691.44,293.73,3485.65,7802.45,1787.34,727.47,974.11,1297.6,,1992.34,409.8,794.54,741.52,98.3,107.48,107.92,205.31,96.87,60.92,451.55,216.41,1485.89,155.94,30084.47,620.61,1097.25,2723.5,130.96,173.1,4189.13,13500.11,803.92
06-09-2021,1100.72,3609.8,1509.54,633.24,699.15,1607.97,2643.1,338.28,658.12,1237.21,1672.16,848.06,1046.69,760.31,726.39,1641.17,3223.71,1953.35,6675.65,295.61,3507.55,7824.83,1770.08,729.1,962.65,1314.88,,1993.67,409.47,797.33,737.88,97.84,107.48,107.03,205.11,95.73,60.64,459.34,215.1,1506.11,158.87,30178.11,614.37,1091.02,2764.61,129.34,176.15,4192.84,13478.08,802.19
07-09-2021,1107.66,3575.97,1512.97,648.67,695.03,1585.9,2640.34,332.27,655.39,1231.34,1675.58,846.35,1031.04,746.4,724.8,1629.07,3243.83,1967.38,6705.14,292.78,3497.9,7897.3,1760.41,727.32,971.68,1291.52,,2006.75,407.62,784.43,732.29,97.34,108.11,106.35,201.41,94.39,60.29,452.53,211.75,1529.18,160.71,30294.78,617.47,1090.68,2743.47,127.24,174.53,4163.4,13547.47,786.76
08-09-2021,1103.33,3536.85,1519.86,646.06,698.95,1573.45,2662.39,326.33,658.5,1212.75,1653.56,857.56,1036.79,753.72,726.39,1614.39,3244.17,1916.3,6611.64,293.43,3455.83,7864.48,1810.78,736.63,970.08,1284.91,,2028.5,409.75,791.25,733.61,98.5,109.54,108.13,204.58,95.07,60.33,446.66,208.41,1551.07,158.73,30434.33,620.03,1087.25,2720.97,130.37,174.08,4186.81,13463.88,795.6
09-09-2021,1100.72,3553.01,1512.34,663.76,698.27,1571.91,2671.66,326.41,660.32,1166.18,1672.51,853.47,1045.3,752.6,722.54,1617.78,3253.65,1975.95,6632.11,297.1,3432.87,7812.09,1813.27,730.39,969.98,1289.77,,2007.14,410.66,786.72,736.41,98.93,109.17,108.54,205.25,97.62,61.06,453.76,208.55,1571.92,158.26,30312.32,617.76,1087.35,2738.66,129.88,179.58,4166.05,13517.33,792.68
13-09-2021,1076.19,3603.57,1499.76,670.68,685.82,1572.19,2648.56,330.54,665.55,1158.18,1691.25,859.8,1053.89,756.48,717.54,1619.38,3273.78,1975.48,6701.78,299.34,3431.9,7816.81,1835.42,727.96,966.88,1286.39,,2003.54,411.18,784.93,731.89,99.32,113.54,108.79,208.16,98.34,61.75,468.24,208.5,1580.23,159.15,30304.41,619.6,1099.11,2725.83,128.22,183.36,4222,13741.33,800.38
14-09-2021,1074.79,3641.57,1493.01,671.55,685.87,1566.85,2625.94,331.88,664.83,1163.9,1680.57,859.02,1080.27,757.55,722.01,1643.35,3269.36,1954.05,6722.01,304.21,3479.67,7730.23,1863.05,732.22,1005.98,1306.69,,2028.25,411.32,790.95,742.01,100.1,113.62,108.92,206.07,99.06,61.28,467.85,214.47,1585.6,159.53,30299.62,618.63,1092.05,2740.7,130.12,256.66,4386.85,13744.07,798.9
15-09-2021,1079.26,3705.9,1491.32,701.83,692.55,1590.36,2638.2,332.17,667.7,1165.44,1680.34,849.52,1110.45,756.82,726.73,1663.26,3259.44,1943.31,6736.19,310.02,3505.69,7695.2,1866.99,739.26,1022.82,1318.21,,2091.55,421.63,787.97,752.37,107.27,118.28,111.29,204.75,102.66,61.4,476.51,215.78,1580.68,163.02,30677.1,616.7,1104.65,2761.74,137.02,251.12,4419.38,13754.63,820.93
16-09-2021,1101.9,3657.88,1504,695.15,705.01,1581.81,2631.36,329.12,660.8,1177.81,1670.76,851.91,1101.59,757.21,728.51,1667.38,3249.52,1934.48,6757.59,309.73,3537.6,7640.69,1902,748.02,1097.55,1303.36,,2080.55,440.48,799.12,756.01,107.1,119.2,112.26,192.52,102.86,60.63,473.09,215.34,1552.79,163.92,30301.75,619.79,1082.89,2779.48,137.22,242.53,4419.19,14414.43,827.24
17-09-2021,1084.82,3587.17,1525.4,704.39,698.18,1571.63,2587.63,327.83,653.95,1191.63,1681.47,852.05,1101.77,746.4,725.81,1662.49,3211.55,1948.76,6839.01,306.69,3545.67,7587.95,2002.9,740.69,1096.63,1306.24,,2067.62,431.37,803.85,753.5,106.88,115.09,111.86,191.29,102.1,58.48,463.06,216.95,1543.3,169.35,30201.73,632.91,1069.07,2816.74,134.92,250.68,4401.04,14222.36,807.26
20-09-2021,1086.54,3583.09,1503.9,701.29,688.34,1568.43,2661.87,326.48,606.89,1170.46,1699.31,835.34,1112.98,733.41,710.32,1651.01,3180.93,1962.95,6776.56,297.1,3502.86,7454.28,1996.41,723.26,1057.76,1288.01,,2049.61,415.55,792.4,735.62,108.74,113.25,110.73,184.34,102.7,52.88,435.01,211.51,1510.64,166.38,29749.54,624.87,1058.33,2733.61,131.4,250.68,4298.65,14296.46,764.48
21-09-2021,1091.24,3620.06,1496.29,702.94,690.13,1596.86,2673.37,328.99,641.16,1177.51,1756.06,837.19,1133.34,741.16,710.7,1667.04,3217.53,1950.1,6607.5,300.09,3459.03,7470.71,2005.89,728.86,1103.95,1315.37,,2058,416.83,791.9,736.31,109.98,114.87,110.04,181.44,108.05,54.53,441.47,213.02,1531.83,170.77,29708.03,630.34,1059.12,2773.84,132.91,250.92,4416.58,14314.72,766.59
22-09-2021,1102.94,3619.31,1478.69,703.03,681.89,1595.42,2646.8,329.26,650.36,1184.17,1758.8,832.56,1147.29,746.59,724.22,1657.35,3225.6,1924.57,6660.15,308.19,3485.33,7503.08,1980.55,726.13,1107.69,1362.07,,2053.27,416.88,784.93,732.09,110.25,119.05,110.57,184.23,106.82,55.1,453.22,225.63,1549.05,170.77,29443.76,627.53,1033.63,2762.62,134.87,330.51,4520.36,14435.09,788.91
23-09-2021,1129.9,3625.97,1513.69,703.08,695.12,1619.26,2644.71,332.29,649.11,1211.01,1847.58,829.15,1158.46,746.35,729.95,1714.31,3228.67,1916.24,6675.45,319.52,3524.34,7497.28,2018.91,717.81,1134.62,1369.18,,2076.95,427.28,808.63,741.13,111.84,122.91,111.51,184.14,110.09,55.64,473.04,229.9,1580.73,174.69,29569.03,626.81,1037.16,2776.41,140.54,312.25,4606.96,14499.05,809.79
24-09-2021,1126.63,3627.89,1544.11,715.27,700.89,1639.05,2610.83,333.38,631.76,1214.74,1849.79,815.6,1184.53,746.93,750.16,1713.39,3353.07,1918.68,6778.36,315.99,3534.17,7400.66,2022.99,718.95,1128.7,1363.11,,2064.96,418.68,794.59,731.6,110.12,121.99,110.2,181.88,108.77,53.68,468.63,221.99,1603.25,171.81,29067.52,630.92,1021.08,2848.28,136.09,312.94,4680.81,14391.51,845.93
27-09-2021,1145.58,3595.7,1566.81,712.1,707.73,1599.37,2575.51,322.24,621.7,1215.49,1800.38,813.94,1129.59,739.76,780.86,1685.15,3335.62,1897.23,7218.28,329.6,3630.27,7500.43,2028.23,714.2,1116.72,1317.8,,2062.34,424.24,793.49,736.95,112.42,122.69,110.11,184.43,111.89,53.61,471.23,224.95,1621.99,171.1,29130.96,612.82,1018.19,2798.09,135.75,316.23,4578.72,14902.35,874.41
28-09-2021,1156.29,3541.53,1557.12,686.08,695.27,1567.73,2589.15,315.19,633.39,1203.06,1752.37,801.9,1106.74,751.44,775.76,1682.78,3286.08,1887.82,7238.17,327.27,3625.91,7466.38,2062.99,718.95,1101.24,1272.49,,2100.87,422.63,785.78,725.61,116.94,128.2,115.08,188.37,113.65,54.05,468.05,219.66,1621.95,169.73,28900.64,606.19,1032.55,2801.68,137.02,303.37,4448.68,14844.23,866.43
29-09-2021,1147.12,3553.48,1536.68,684.06,687.85,1572.52,2552.51,315.76,651.55,1198.74,1740.73,802.63,1117.38,786.54,781.59,1667.14,3231,1884.15,7199.36,328.21,3617.15,7344.62,2025.34,727.82,1090.03,1255.66,,2118.83,436.97,778.76,728.85,124.65,136.38,122.02,191.57,115.69,54.67,483.71,218.01,1642.75,173.27,29038.46,603.1,1002.16,2763,148.32,304.11,4620.28,14752.73,891.95
30-09-2021,1143.22,3538.16,1537.74,678.34,679.47,1556.67,2568.19,312.48,640.53,1207.83,1775.98,793.03,1115.94,793.27,772.88,1649.65,3154.77,1878.24,7154.51,331.29,3555.37,7277.27,2000.45,715.58,1079.06,1242.39,,2132.99,430.32,763.22,724.82,125.71,135.94,118.8,189.51,115.49,54.39,477.64,218.98,1642.31,174.87,28563.24,597.19,1009.56,2711.45,155.32,297.53,4535.08,14598.29,878.76
01-10-2021,1145.24,3495.66,1525.93,666.12,671.23,1547.33,2570.33,313.54,646.23,1201.82,1715.17,781,1110.88,801.37,796.74,1643.79,3089.82,1888.32,6983.16,331.24,3573.87,7363.32,1988.53,722.57,1071.44,1233.98,,2134.86,429.04,764.82,721.92,123.99,138.59,120.02,189.89,116.89,54.76,474.12,217.58,1649.88,175.91,28758.92,598.06,1000.2,2694.2,160.21,290.32,4483.72,14572.87,870.73
04-10-2021,1159.96,3536.05,1528.87,671.54,678.84,1559.97,2553.37,315.91,652.85,1223.49,1777.92,793.72,1115.16,806.6,809.54,1661.57,3112.91,1882.82,6990.96,339.89,3549.15,7394.85,1985.94,719.79,1086.73,1258.99,,2126.52,439.96,775.62,731.01,128.99,139.51,119.9,191.11,117.96,55.87,495.02,221.31,1614.47,178.13,28946.45,604.11,1009.32,2668.4,164.95,295.62,4464.22,14602.63,894.49
