Date,RELIANCE.NS,TCS.NS,HDFCBANK.NS,BHARTIARTL.NS,ICICIBANK.NS,INFY.NS,HINDUNILVR.NS,WIPRO.NS,JSWSTEEL.NS,SBILIFE.NS,BAJAJFINSV.NS,TATACONSUM.NS,HCLTECH.NS,SUNPHARMA.NS,M&M.NS,LT.NS,ASIANPAINT.NS,NESTLEIND.NS,MARUTI.NS,TATAMOTORS.NS,BAJAJ-AUTO.NS,ULTRACEMCO.NS,KOTAKBANK.NS,HDFCLIFE.NS,INDUSINDBK.NS,TECHM.NS,INFRATEL.NS,TITAN.NS,SBIN.NS,AXISBANK.NS,ADANIPORTS.NS,NTPC.NS,COALINDIA.NS,POWERGRID.NS,BPCL.NS,ONGC.NS,TATASTEEL.NS,HINDALCO.NS,APOLLOTYRE.NS,GRASIM.NS,M&MFIN.NS,SHREECEM.NS,DABUR.NS,GODREJCP.NS,EICHERMOT.NS,TATAPOWER.NS,ZEEL.NS,LTTS.NS,BOSCHLTD.NS,TATACHEM.NS
09-12-2022,1191.74,3134.25,1590.83,826.48,906.94,1503.02,2644.14,196.12,731.56,1264.4,1596.75,789.22,946.04,973.33,1230.31,2113.35,3163.93,1988.2,8453.21,410.75,3481.29,7003.67,1884.43,575.74,1176.39,971.22,,2589.66,594.77,931.06,881.02,157.56,198.16,147.25,154.85,126.67,104.85,457.23,312,1776.15,221.11,24252.88,587.33,905.36,3285.14,216.37,258.61,3895.78,16626.54,1001.95
12-12-2022,1193.57,3128.26,1603.22,820.04,907.33,1481.85,2639.29,197.27,732.01,1257.98,1590.26,795.85,946.87,967.98,1228.95,2122.82,3104.51,2012.32,8498.74,411.59,3461.85,7072.39,1862.17,572.66,1180.55,968.22,,2559.16,591.45,936,871.67,157.01,201.24,146.13,159.68,128.16,106.03,456.34,319.06,1791.35,221.01,24091.04,590.95,877.67,3248.21,214.7,260.45,3800.8,16500.54,1002.34
13-12-2022,1199.01,3171.71,1607.66,829.59,909.91,1505.75,2632.54,197.96,735.37,1272.52,1609.59,793.45,961.88,975.09,1247.77,2131.85,3116.42,2002.59,8460.42,415.92,3500.35,7150.03,1864.92,578.47,1208.14,981.02,,2550.5,595.02,941.93,885.03,157.29,200.5,146.64,158.37,129.96,105.56,452.53,314.32,1786.91,224.62,24021.08,582.86,859.49,3240.92,215.83,258.56,3821.55,16684.34,1001.9
14-12-2022,1194.67,3203.36,1621.26,820.83,898.99,1512.69,2607.62,199.11,748.9,1264.5,1621.17,801.16,972.46,980.58,1250.78,2153.97,3084.51,1970.69,8480.93,415.32,3515.07,7122.56,1869.61,576.48,1225.94,999.18,,2565.55,603.46,939.74,890.71,159.52,201.02,148.61,159.56,132.89,107.31,463.6,315.35,1797.81,227.88,24165.26,575.9,869.63,3296.1,219.63,260.3,3943.48,16692.93,1004.62
15-12-2022,1177.7,3146.01,1591.57,818.01,886.36,1475.44,2586.84,196.7,734.48,1268.24,1603.04,790.79,959.71,982.49,1251.27,2136.41,3069.46,1938.7,8424.55,414.13,3483.55,7039.79,1859.63,576.33,1212.69,959.45,,2497.82,594.24,935.5,874.3,159.98,197.6,146.67,159.74,132.75,105.32,455.4,318.56,1763.32,229.37,24108.95,575.7,885.37,3231.63,218.74,256.23,3957.53,16766.49,995.12
16-12-2022,1171.87,3084.28,1599.22,814.45,879.73,1457.91,2594.66,193.98,734.58,1248.97,1585.26,787.5,948.02,974.11,1216.9,2133.91,2996.22,1938.78,8328.03,419,3416.47,6941.03,1837.02,571.37,1202.85,957.62,,2458.37,582.09,932.46,851.05,157.84,194.52,144.54,156.36,132.53,105.42,451.2,319.01,1733.18,224.76,23542.65,568.69,879.09,3219.84,214.35,248.54,3898.08,16582.3,961
19-12-2022,1187.27,3047.92,1604.2,831.92,884.07,1443.69,2640.11,193.63,740.51,1262.26,1617.18,794.67,951.33,968.52,1254.86,2142.74,3020.78,1972.47,8443.88,415.42,3493.61,7002.28,1854.59,580.55,1196.98,963.15,,2496.93,583.15,943.53,883.1,159.7,196.82,148.4,156.15,131.27,106.13,454.56,320.44,1742.5,226.83,23639.75,577.81,888.6,3315.17,213.81,250.03,3904.73,16638.92,958.24
20-12-2022,1197.54,3087.8,1593.13,820.59,887.24,1443.64,2597.81,193.58,736.9,1226.16,1613.78,794.13,948.06,968.91,1239.89,2122.38,3021.96,1977.76,8365.86,407.97,3478.07,7024.05,1843.56,575.94,1201.97,954.94,,2483.42,583.15,947.07,874.59,157.8,195.78,147.32,155.67,131.31,105.32,451.5,323.3,1735.74,224.91,23546.92,568.44,876.94,3241.36,214.84,249.24,3866.56,16706.65,948.89
21-12-2022,1180.51,3111.22,1577.72,805.79,870.22,1445.79,2589.7,193.86,734.23,1229.25,1579.97,788.53,957.87,985.82,1230.61,2105.75,3009.7,1995.31,8195.15,400.11,3475.61,6878.29,1811.12,571.57,1175.71,962.54,,2465.05,572.49,929.67,848.28,156.12,193.83,146.47,152.86,129.2,103.85,451.6,315.01,1710.04,217.89,23389.29,566.24,866.89,3202.04,210.85,245.27,3872.48,16525.35,935.9
22-12-2022,1177.45,3102.79,1572.3,808.36,868.66,1457.76,2569.45,193.48,728.75,1239.61,1542.51,784.65,956.72,990.78,1199.74,2070.09,3028.23,1994.57,8179.39,392.01,3465.79,6939.34,1822.55,574,1154.53,952.97,,2458.52,572.49,916.95,847.54,154.22,192.84,145.76,150.02,128.07,102.19,449.97,312.34,1721.83,218.95,23630.62,566.73,873.75,3136.3,206.02,243.24,3866.96,16367.37,911.33
23-12-2022,1142.92,3072.95,1558.26,800.49,857.2,1433.87,2545.9,187.96,719.16,1219.54,1495.32,765.35,948.89,981.85,1190.65,2023.78,2998.18,1977.49,7990.23,376.01,3408.96,6837.42,1818.46,561.68,1122.93,934.12,,2458.57,553.77,904.04,785.43,151.52,186.21,143.22,148.74,125.86,97.06,424.33,304.29,1686.55,212.12,23091.76,555.05,856.15,3045.91,194.18,233.17,3623.43,15993.1,864.27
26-12-2022,1152.9,3096.32,1589.27,802.82,871.14,1438.94,2542.35,189.38,723.46,1238.16,1533.22,761.71,949.91,980.38,1202.75,2051.54,2996.37,1954.38,8103.29,382.42,3418.97,7000.3,1810.07,565.51,1169.74,939.04,,2456.64,576.06,926.08,797.25,153.99,191.15,143.62,148.74,127.21,99.67,437.57,316.34,1706.24,218.95,23564.68,555.3,865.56,3092.47,200.35,237.14,3648.63,16402.87,878.91
27-12-2022,1162.33,3102.6,1590.88,806.58,878.41,1450.87,2518.85,192.41,755.82,1235.92,1535.92,764.22,954.19,980.48,1200.03,2083.97,3051.81,1942.45,8151.03,391.72,3456.26,7033.16,1817.41,566,1176.24,947.06,,2478.86,580.69,929.57,808.23,153.57,191.58,144.17,149.15,130.37,105.51,465.28,319.45,1716.45,220.15,23946.76,562.56,871.45,3132.14,204.83,237.14,3691.83,16346.3,890.15
28-12-2022,1162.21,3100.32,1589.61,795.69,876.75,1446.37,2509.47,193.01,752.61,1236.92,1520.94,766.48,953.36,975.43,1217.63,2081.03,3062.69,1949.09,8264.48,388.88,3452.32,6980.31,1816.61,564.41,1187.79,953.35,,2554.71,579.87,922.09,801.5,154.17,193.27,146.27,148.28,129.56,104.42,460.29,317.72,1729.43,222.7,24096.79,558.29,878.41,3141.68,205.38,237.14,3620.98,16410.55,904.5
29-12-2022,1161.69,3111.41,1600.83,812.47,885.63,1453.45,2494.37,194.48,760.22,1253.4,1509.95,762.5,961.65,980.87,1227.35,2071.02,3054.31,1945.59,8278.96,383.52,3434.95,6909.46,1815.26,567.19,1204.42,950.49,,2528.07,590.24,931.91,810.6,155.01,191.93,146.27,149.7,130.23,106.08,464.19,322.41,1729.62,220.2,23077.22,550.25,868.55,3209.81,203.01,237.33,3581.15,16218.63,899.99
30-12-2022,1163.47,3099.94,1588.01,797.97,868.85,1444.5,2487.57,195.48,758.88,1226.21,1546.06,753.51,956.9,981.71,1214.56,2046.39,3027.59,1925.75,8238.52,385.55,3480.42,6886.55,1823.75,562.48,1193.61,953.49,,2571.89,592.07,931.11,809.17,154.73,194.87,144.88,151.21,132.12,106.94,467.6,320.24,1700.76,225.43,23109.67,550.74,856.79,3157.53,204.83,238.13,3604.78,16386.78,908.32
02-01-2023,1176.58,3104.46,1588.54,805.29,880.17,1459.63,2485,195.62,766.05,1234.93,1550.7,748.94,957.04,977.39,1227.83,2049.97,2987.74,1921.38,8247.06,392.36,3439.9,6944.84,1821.55,566.5,1199.72,947.02,,2540.45,590.63,938.94,813.32,156.17,194.61,145.79,152.74,135.45,113.2,481.13,324.14,1708.46,231.63,23273.64,550.84,875.86,3158.6,208.93,241.15,3643.88,16297.03,912.39
03-01-2023,1167.97,3151.96,1598.93,809.35,879.09,1458.24,2469.11,197.62,758.74,1263.16,1561.19,753.71,958.79,989.26,1214.66,2049.48,2969.11,1937.67,8226.89,391.47,3466.61,6920.74,1829.34,591.63,1214.01,960.43,,2587.83,590.82,959.58,811.49,155.8,194.05,146.17,154.12,134.64,112.44,474.07,321.33,1694.39,225.1,23549.75,550.15,875.12,3143.54,208.43,238.18,3627.98,16262.96,912.73
04-01-2023,1150.38,3155.1,1570.35,803.61,876.9,1431.67,2463.34,193.96,727.51,1253.85,1546.06,748.89,954.42,984.35,1201.92,2031.43,2957.93,1917.29,8266.2,383.22,3419.59,6932.37,1817.26,594.61,1196.54,957.15,,2571.94,583.87,954.75,801.15,154.87,188.03,143.08,153.86,131.67,109.88,455.89,316.04,1668,224.95,23822.23,549.17,871.15,3145.3,205.23,235.05,3637.42,16000.65,902.99
05-01-2023,1148.33,3151.72,1560.26,798.96,857.44,1412.89,2509.57,192.56,741.74,1262.41,1467.15,750.46,961.32,996.22,1217.92,2047.91,2945.68,1942.45,8303.79,384.51,3485.33,6934,1816.81,605.39,1189.45,949.03,,2536.84,583.78,946.87,810.65,157.94,188.9,141.56,156.63,131.9,110.64,460.04,334.02,1675.89,226.54,24050.9,561.82,898.4,3186.83,204.74,237.83,3563.68,16142.36,913.17
06-01-2023,1158.77,3056.96,1555.09,787.97,848.61,1387.32,2502.53,190.13,719.66,1263.81,1428.7,748.01,950.92,988.86,1229.83,2047.13,2920.23,1953.18,8227.19,379.64,3505.64,6909.46,1783.38,607.57,1156.24,925.11,,2513.07,579.48,937.25,797.3,157.1,185.52,141.08,157.71,132.66,109.78,457.03,323.65,1658.43,224.67,23668.92,542.3,899.33,3179.88,202.57,235.9,3547.09,16198.37,919.13
09-01-2023,1186.13,3160.14,1558.11,811.13,851.78,1421.75,2548.76,195,733.49,1300.95,1412.36,753.51,982.82,996.85,1274.02,2081.61,2925.87,1972.87,8221.25,387.05,3484.95,6961.56,1808.43,604.4,1192.19,952.41,,2460.15,586.28,956.04,807.73,158.4,186.13,141.76,158.65,133.38,111.59,465.03,323.1,1651.52,227.69,23568.95,539.06,890.17,3191.57,203.36,235.05,3592.55,16346.06,928.82
10-01-2023,1168.59,3128.21,1529.63,784.85,840.08,1407.67,2567.99,195.62,736.31,1297.22,1411.67,755.77,979.51,991.95,1278.44,2066.85,2902.54,1966.8,8138.96,410.35,3440.14,6848.2,1792.11,596.2,1200.9,940.59,,2443.86,574.18,949.46,787.7,156.12,187.68,143.59,158.92,134.46,112.82,471.75,321.82,1629.22,225.53,23377.64,544.02,893.65,3098.64,203.21,229.65,3561.24,16521.08,938.76
11-01-2023,1153.86,3168.47,1551.67,757.83,844.91,1409.11,2518.85,196.02,745.2,1285.96,1398.08,745.99,971.18,1007.78,1276.21,2085.2,2882.97,1940.71,8130.42,415.62,3405.35,6948.79,1798.4,595.85,1186.91,944.06,,2413.37,575.67,947.07,787.75,154.36,184.78,143.69,161.28,132.17,112.82,484.98,315.2,1613.48,227.16,23335.17,537.89,882.72,3069,203.01,226.92,3550.42,16469.12,937.98
12-01-2023,1128.94,3173.85,1559.96,749.26,839.4,1418.07,2515.74,196.35,754.34,1310.26,1386.19,741.03,986.69,1012.54,1283.3,2118.95,2859,1952,8213.6,409.7,3436.39,7078.83,1776.09,594.41,1182.9,939.56,,2422.48,573.94,932.91,784.29,154.26,185.22,144.74,157.87,131.58,112.11,479.75,313.03,1620.73,223.75,23670.71,534.55,897.08,3035.74,202.86,225.53,3564.91,16495.74,943.31
13-01-2023,1127.11,3212.11,1561.18,756.59,851.88,1440.14,2548.71,196.05,759.33,1307.53,1389.54,739.71,992.35,1011.31,1291.32,2112.72,2852.33,1943.27,8296.23,408.96,3470.08,7173.38,1776.89,600.47,1207.6,941.06,,2393.36,578.95,931.51,785.97,155.98,186.26,145.08,160.18,132.3,114.34,482.56,316.78,1633.26,225.87,23953.41,533.33,899.09,3093.26,203.6,228.41,3375,16451.98,944.62
16-01-2023,1116.38,3237.85,1546.21,751.49,843.88,1461.07,2522.59,198.39,750.14,1295.53,1382.3,734.15,1006.99,1015.09,1279.12,2096.82,2859.1,1938.48,8224.29,410.45,3448.76,7208.96,1781.38,600.17,1212.34,970.42,,2382.13,581.75,910.57,778.45,154.26,185.09,146.2,159.65,132.89,113.86,477.18,313.72,1626.75,222.98,23874.67,542.5,906,3070.76,204.1,227.81,3357.73,16220.48,940.5
17-01-2023,1132.23,3280.92,1569.23,757.97,843.79,1474.48,2591.01,197.27,748.46,1293.09,1371.31,736.91,1022.97,1012.39,1284.23,2171.29,2883.46,1959.12,8321.7,412.74,3471.66,7300.79,1794.2,605.39,1203.64,981.3,,2384.21,572.05,915.11,776.18,155.89,184.52,148.06,159.4,133.11,113.3,481.97,315.25,1638.79,221.01,23905.58,545.93,910.95,3110.77,204.83,226.52,3336.79,16135.1,956.83
18-01-2023,1130.35,3292.19,1596.93,768.72,848.03,1480.13,2609.13,200.68,757.99,1305.23,1365.72,737.35,1026.74,1019.65,1285.49,2223.68,2887.73,1947.1,8336.12,405.88,3474.5,7207.57,1795.65,597.04,1196.45,983.46,,2400.2,570.61,921.39,777.91,157.52,187.77,148.71,158.33,134.37,116.24,496.84,319.25,1654.38,223.08,23874.17,546.96,910.75,3108.47,204.64,228.21,3345.99,16195.8,968.22
19-01-2023,1129.14,3275.77,1603.56,764.21,844.76,1473.9,2573.72,200.78,750.98,1317.63,1353.58,725.56,1032.55,1020.09,1282.96,2230.15,2810.17,1933.13,8343.58,398.28,3441.83,7137.21,1763.91,601.22,1174.48,988.11,,2361.53,569.06,926.08,767.57,156.82,193.92,149.66,159.97,136.62,117.28,492.84,314.32,1654.77,225.53,24201.23,544.36,910.9,3097.81,202.47,222.6,3324.51,16269.55,950.29
20-01-2023,1115.72,3266.06,1620,756.74,848.86,1461.12,2475.62,200.65,732.6,1290.74,1331.66,725.51,1029.2,1010.09,1278.3,2207.44,2733.35,1885.88,8282.88,400.66,3438.75,7102.38,1759.52,586.61,1176.34,981.73,,2347.92,571.33,927.92,765.99,156.82,196.56,151.35,158.46,136.49,116.71,484,307.9,1633.51,225.34,24232.44,555.2,913.99,3081.96,204.34,220.97,3161.62,16092.87,945.83
23-01-2023,1110.07,3316.37,1631.85,764.9,850.18,1482.62,2521.91,202.57,725.19,1290.05,1331.21,729.44,1041.65,1028.67,1291.62,2191.3,2730.07,1902.29,8260.6,405.88,3487.64,6778.39,1780.33,585.27,1178.54,999.36,,2341.38,579.29,930.07,760.65,155.1,199.24,152.61,159.95,137.16,115.81,488.2,312.19,1609.78,227.12,22859.22,553.63,908.55,3133.66,204.14,222.06,3251.85,16065.86,947.09
24-01-2023,1103.52,3337.15,1653.69,767.82,849.25,1486.35,2525.89,202.87,713.43,1267.99,1331.16,727.92,1057.12,1020.23,1287.19,2165.79,2755.71,1894.78,8537.07,419.54,3548.23,6738.76,1756.88,585.62,1185.98,1004.33,,2347.37,573.4,907.63,752.89,154.36,197.08,149.79,159.65,136.98,114.29,478.76,316.74,1582.05,224.95,22433.88,556.13,911.05,3156.35,203.01,221.02,3352.69,16182.99,941.91
25-01-2023,1088.26,3330.79,1608,768.67,834.18,1477.83,2547.11,200.35,716,1252.25,1312.83,727.08,1043.09,1019.6,1275.14,2133.61,2720.8,1889.36,8620.78,416.46,3577.97,6635.25,1746.45,581.15,1131.05,986.09,,2333.36,548.66,889.83,705.36,154.22,195.82,148.74,158.65,137.25,114.86,483.16,318.27,1572.72,220.68,21975.84,552.55,896.15,3143.93,198.67,218.24,3238.63,15870.57,921.17
27-01-2023,1067.62,3312.63,1575.96,766.69,797.02,1454.99,2537.2,198.6,712.74,1245.08,1312.68,722.36,1036.45,1022.88,1283.59,2119.04,2669.48,1887.48,8575.05,442.85,3789.1,6645.64,1709.82,583.78,1092.16,966.34,,2308.26,520.92,871.28,590.43,154.59,192.58,148.64,153.98,132.93,114.53,473.18,304.44,1557.62,216.69,21732.14,551.33,889.19,3100.79,199.56,213.63,3225.91,15847.55,915.93
30-01-2023,1077.85,3334.58,1574.35,762.43,803.17,1473.81,2494.47,200.7,693.33,1228.35,1342.3,722.76,1054.24,1031.02,1294.68,2072.98,2712.18,1882.52,8653.07,440.91,3697.08,6815.94,1722.94,584.03,1065.4,971.97,,2312.52,519.23,869.39,590.48,156.96,195.56,143.62,153.32,130.46,112.73,466.61,307.95,1577.51,216.74,22411.01,547.4,885.95,3122.02,201.53,217.59,3231.64,15747.51,925.96
31-01-2023,1075.15,3261.79,1563.96,762.53,811.36,1468.97,2502.82,199,707.9,1214.51,1340.9,716.72,1042.58,1014.16,1340.52,2084.26,2672.61,1867.97,8729.91,449.31,3675.04,7011.73,1727.68,574.99,1059.44,952.18,,2353.71,533.99,869.14,605.96,159.1,194.7,146.88,157.04,130.46,113.63,462.71,317.18,1569.22,223.66,23501.72,547.11,895.22,3192.35,209.96,224.98,3264.57,16163.15,943.46
01-02-2023,1068.78,3310.01,1587.42,761.34,827.01,1485.59,2500.39,200.77,720.99,1104.82,1266.83,727.82,1051.78,994.94,1314.56,2105.01,2690.17,1875.05,8605.81,443.89,3668.35,7067,1741.36,512.26,1019.23,960.38,,2322.77,508.77,854.83,489.74,158.03,191.06,146.81,153.13,129.87,115.86,462.17,325.33,1566.85,224.71,23732.32,551.23,911.34,3231.24,203.01,219.53,3261.73,16248.05,926.74
02-02-2023,1062.87,3360.55,1563.82,769.9,836.72,1516.86,2559.25,204.29,718.72,1102.92,1270.43,724.23,1068.04,987.79,1314.9,2104.38,2652.81,1861.77,8705.23,442.05,3648.52,7092.98,1758.37,489.42,1052.54,953.72,,2285.34,509.49,866,457.4,155.15,188.46,144.2,151.99,129.15,113.86,459.75,327.3,1577.66,228.51,24333.95,543.87,921.15,3147.3,203.45,220.27,3366.98,16296.13,937.5
03-02-2023,1063.8,3381.82,1617.9,784.9,842.47,1531.85,2572.75,203.52,723.12,1133.35,1335.9,713.87,1064.83,1007.93,1349.51,2125.62,2706.49,1866.65,8776.04,442.7,3708.05,7114.3,1776.89,485.64,1079.59,948.71,,2438.81,525.02,880.11,493.4,157.91,189.55,145.66,149.47,129.92,114.24,454.07,326.07,1595.02,234.08,24278.72,523.52,916.54,3244.54,202.47,218.83,3373.24,16530.34,940.11
06-02-2023,1055.79,3360.12,1611.02,781.29,832.62,1503.55,2561.92,201.89,702.56,1133.7,1341.5,716.96,1064.41,1003.23,1337.85,2115.36,2700.41,1868.34,8742.38,439.27,3704.73,7053,1743.65,478.84,1104.63,943.12,,2433.76,526.18,880.16,539.49,158.39,190.15,147.15,152.7,129.2,111.49,441.91,334.07,1596.75,251.62,23934.75,534.31,918.79,3189.76,205.67,222.01,3385.43,16562.71,975.73
07-02-2023,1053.25,3372.35,1613.41,777.97,831.69,1496.41,2526.57,199.82,705.58,1127.07,1348.84,715.44,1048.2,986.61,1328.81,2124.39,2704.19,1864.07,8599.53,432.76,3733.94,6998.13,1772,479.73,1118.09,940.4,,2422.77,527.82,876.62,547.11,157.63,190.24,147.01,151.97,130.23,105.8,424.33,323.99,1594.97,257,24074.96,525.43,922.03,3203.46,203.45,219.53,3372.7,16529.82,999.24
08-02-2023,1074.29,3418.53,1613.22,767.28,837.89,1523.32,2508.7,202.94,723.21,1159.69,1367.32,711.7,1063.76,1000.54,1334.98,2090.59,2711.59,1865.73,8670.44,437.38,3734.76,7174.81,1762.12,505.16,1120.48,948.47,,2442.43,530.38,869.29,592.71,157.87,191.17,147.12,152.9,129.56,105.8,431.2,328.49,1614.96,258.54,24052.83,523.76,922.13,3157.77,204.29,221.36,3468.12,16560.71,997.74
09-02-2023,1076.16,3438.68,1609.85,758.92,839.54,1548.7,2512.48,203.72,715.11,1175.57,1398.63,709.3,1065.02,994.41,1334.15,2106.83,2759.63,1866.26,8637.56,434.05,3701.51,7104.95,1767.51,515.19,1138.53,953.11,,2438.27,531.39,865.25,575.94,158.34,190.33,147.71,152.68,131.63,105.61,439.15,329.28,1621.77,259.83,23020.71,523.08,922.27,3166.72,202.67,222.7,3544.6,16634.13,981.4
10-02-2023,1067.3,3435.48,1616.24,764.16,832.77,1540.61,2503.55,202.47,710.37,1179.61,1400.13,713.87,1036.5,994.21,1327.59,2122.97,2749.83,1868.57,8647.52,443.1,3687.94,7130.98,1768.65,519.07,1135.99,954.38,,2444.16,533.56,864.8,577.57,157.39,187.62,148.57,152.81,132.08,103.28,427.89,326.02,1613.72,254.69,23785.56,522.24,921.83,3142.46,201.97,224.54,3534.91,16609.64,988.92
13-02-2023,1061.22,3381.92,1617.46,760.85,829.64,1501.25,2506.95,199.87,709.48,1174.23,1386.94,705.22,1034.03,1002.76,1315.48,2161.67,2736.25,1868.86,8645.66,438.33,3737.84,7104.46,1770.4,511.07,1132.22,940.45,,2494.21,518.56,856.68,547.65,160.11,189,149.89,153.22,133.38,103.23,422.5,327,1600.89,250.56,24007.63,524.25,905.61,3181.89,200.79,216.6,3505.26,16523.36,986.01
14-02-2023,1086.23,3399.11,1632.43,767.38,843.93,1525.96,2505.59,202.12,715.21,1156.9,1396.98,708.36,1045.6,994.36,1325.35,2150.24,2722.77,1874.37,8611.31,437.83,3730.72,7064.82,1766.96,508.64,1131.73,949.41,,2482.18,521.79,868.29,558.93,158.39,187.84,149.2,151.51,133.65,103.71,429.52,323.6,1583.53,251.86,24444.64,519.89,912.18,3106.61,200.3,214.52,3529.38,16527.45,978.88
15-02-2023,1110.83,3419.07,1629.12,777.48,849.3,1529.6,2475.33,203.27,718.47,1175.47,1419.16,715.34,1052.52,983.15,1341.1,2133.96,2731.74,1891.86,8680.89,441.41,3758.92,7077.34,1782.08,515.64,1124.64,1005.09,,2499.41,523.14,865.85,562.84,158.15,188.86,148.85,151.51,132.8,104.7,428.68,323.7,1604.69,252.63,24698.41,524.64,917.03,3239.11,202.42,212.78,3544.06,16947.79,979.56
16-02-2023,1109.96,3455.39,1623.22,776.54,847.98,1534.15,2454.59,204.51,719.26,1169.25,1426.55,719.76,1048.11,982.91,1330.21,2137.15,2751.15,1928,8641.39,438.87,3760.08,7097.03,1784.52,511.17,1123.42,1060.29,,2497.53,521.07,862.31,570.9,159.68,191.13,148.92,149.01,140.36,106.32,429.42,329.97,1608.15,256.57,24968.85,525.38,913.99,3217.54,202.32,212.24,3676.86,17213.56,993.37
17-02-2023,1114.6,3400.13,1615.07,768.96,841.35,1516.91,2443.33,202.72,719.71,1144.95,1412.41,713.52,1030.83,972.39,1304.3,2184.29,2778.26,1868.32,8643.99,437.18,3748.24,7221.82,1755.88,500.89,1090.5,1059.31,,2475.65,512.29,852.49,572.33,160.3,192.94,148.37,151.76,140.99,106.56,424.28,326.81,1621.27,252,25604.86,524.3,923.5,3213.53,201.88,213.53,3615.21,17098.99,987.51
20-02-2023,1102.81,3386.68,1599.9,771.29,831.06,1525.19,2439.39,203.09,714.72,1153.61,1402.97,709.15,1036.54,972.29,1308.92,2183.45,2770.37,1848.85,8532.01,440.26,3757.38,7349.48,1733.97,504.56,1085.21,1073.38,,2449.75,506.64,844.36,573.37,160.16,193.65,149.75,149.22,139.41,106.65,428.97,326.21,1610.47,250.13,26355.89,524.79,909.38,3218.91,200.99,213.23,3666.49,17259.21,979.85
21-02-2023,1111.81,3351.43,1605.9,771.19,833.11,1512.79,2443.96,200.95,711.51,1145.6,1392.69,713.47,1026.79,959.64,1314.37,2187.33,2762.08,1851.37,8508.66,433.81,3693.18,7264.08,1726.88,497.71,1077.83,1064.23,,2439.31,505,841.67,576.83,165.26,189.88,150.73,147.89,138.74,107.41,426.26,325.13,1611.6,246.09,26373.78,524.94,918.69,3202.92,205.08,208.96,3673.83,17537.28,969.48
22-02-2023,1086.6,3303.4,1574.4,764.36,818.53,1495.84,2422.49,197.15,691.6,1126.48,1359.38,708.81,1015.08,956.63,1283.16,2153.28,2741.35,1834.22,8497.96,426.8,3696.65,7130.68,1697.29,491.15,1069.02,1056.02,,2407.57,498.15,831,541.12,162.64,187.93,148.96,146.61,138.29,105.51,424.48,324.54,1553.38,245.28,26059.65,523.03,911.54,3179,199.51,204.7,3632.28,17571.48,935.51
23-02-2023,1081.39,3315.3,1563.72,755.25,819.01,1485.2,2419.19,196.56,692.93,1130.71,1345.39,703.55,1016.71,960.53,1277.52,2118.36,2653.1,1831.65,8534.56,430.53,3688.18,7102.18,1703.88,483.61,1052.25,1058.93,,2370.89,502.64,841.97,545.82,161.78,190.64,147.98,146.66,139.23,106.37,431.15,323.75,1559.5,245.57,25482.84,529.45,915.9,3171.42,198.52,197.06,3627.24,17572.2,942.93
24-02-2023,1088.79,3302.33,1549.77,749.46,818.97,1485.16,2412.92,196.23,676.82,1117.41,1357.43,703.6,1017.17,958.56,1244.7,2093.73,2685.02,1834.89,8499.48,425.11,3705.55,7141.52,1694.05,479.63,1055.72,1049.74,,2375.44,502.69,849,552.8,163.11,192.54,149.23,145.29,143.25,104.18,410.2,314.66,1554.42,246.81,25262.3,524.69,909.48,3135.86,199.51,193.98,3629,17090.12,942.2
27-02-2023,1081.55,3235.71,1553.62,745.3,835.25,1445.55,2397.33,194.76,672.38,1124.48,1355.83,697.85,1007.04,953.18,1222.54,2073.77,2696.19,1829.17,8471.71,415.37,3503.33,7111.78,1722.64,485.44,1058.46,1045,,2377.32,509.1,851.94,555.86,164.45,192.46,152.11,146.61,143.48,100.72,406.8,310.42,1550.86,242.11,25493.18,516.16,895.95,3062.93,196.99,181.49,3574.89,17155.41,944.86
28-02-2023,1060.86,3217.26,1560.16,734.76,833.74,1424.72,2390.05,193.11,659.24,1116.37,1333.36,702.76,1001.15,944.83,1234.4,2069.3,2773.55,1833.81,8464,418.1,3523.88,7185.65,1725.94,485.54,1054.3,1032.15,,2349.4,504.38,841.72,585.98,162.64,191.08,154.23,145.19,140.53,98.68,394.35,309.43,1557.72,241.96,25933.45,522.44,905.07,3038.33,199.76,194.03,3605.96,17268.55,945.01
01-03-2023,1070.61,3288.01,1558.65,742.63,835.16,1432.86,2395.49,195.06,668.62,1113.53,1342.35,702.72,1022.98,947.5,1236.88,2075.34,2785.42,1844.51,8601.2,423.37,3591.69,7198.37,1741.56,486.49,1076.56,1057.15,,2358.91,517.79,862.71,595.52,164.3,194.05,151.91,144.53,143.07,100.15,408.03,312.24,1572.62,245.13,26173.57,517.19,894.04,3070.51,201.73,197.65,3668.49,17562.17,963.91
02-03-2023,1062.46,3225.61,1545.38,732.63,832.91,1409.97,2384.9,193.61,667.04,1095.6,1342,694.95,1027.48,953.42,1216.85,2081.52,2778.55,1815.32,8389.81,417.85,3575.9,7213.26,1718.4,479.58,1078.12,1041.11,,2335.69,514.94,843.06,616.1,162.92,197.69,152.91,146.89,142.38,99.34,405.81,310.02,1577.41,242.68,26419.41,519.99,894.43,3057.5,202.76,194.53,3619.32,17445.11,958.68
